table_name,project_id,dataset_id,table_id,purpose,key_columns,use_cases,notes,column_count,sample_columns,column_types,is_active,priority,last_updated,reviewed_by,sql_examples,business_context,data_quality_notes
fanbase-reporting.analytics_396059295.events_20250603,fanbase-reporting,analytics_396059295,events_20250603,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis, Identifying users through user_id or user_pseudo_id for personalized insights",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250604,fanbase-reporting,analytics_396059295,events_20250604,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event dates and timestamps, Understanding the types of events users are triggering through event names and parameters, Analyzing user behavior and preferences based on user IDs, Tracking monetary value associated with events for revenue analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250605,fanbase-reporting,analytics_396059295,events_20250605,This table stores events data related to user interactions with a fanbase platform on a specific date.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement and behavior on the fanbase platform, Tracking event values in USD to understand revenue generation, Identifying unique users through user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250606,fanbase-reporting,analytics_396059295,events_20250606,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the event_value_in_usd field, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250607,fanbase-reporting,analytics_396059295,events_20250607,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250608,fanbase-reporting,analytics_396059295,events_20250608,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250609,fanbase-reporting,analytics_396059295,events_20250609,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250610,fanbase-reporting,analytics_396059295,events_20250610,This table stores events data related to user interactions with a platform or application.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement, Tracking event values in USD, Sequencing events based on bundle sequence ID",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250611,fanbase-reporting,analytics_396059295,events_20250611,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250612,fanbase-reporting,analytics_396059295,events_20250612,This table stores events data related to user interactions with a specific platform or application.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event occurrences over time, Calculating event values in USD to measure revenue or monetary impact, Identifying user behavior patterns based on event sequences and timestamps",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250613,fanbase-reporting,analytics_396059295,events_20250613,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250614,fanbase-reporting,analytics_396059295,events_20250614,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis, Identifying users through user_id or user_pseudo_id for personalized insights",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250615,fanbase-reporting,analytics_396059295,events_20250615,"This table stores events data related to fanbase reporting, including event details and user information.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event details such as event name, timestamp, and value in USD., Understanding user behavior by analyzing event sequences and timestamps., Linking events to specific users using user IDs and pseudo IDs.",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250616,fanbase-reporting,analytics_396059295,events_20250616,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events captured, Calculating event values in USD for revenue tracking, Tracking event sequences and server timestamps for data consistency checks, Identifying users through user IDs and pseudo IDs for personalized analytics",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250617,fanbase-reporting,analytics_396059295,events_20250617,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250618,fanbase-reporting,analytics_396059295,events_20250618,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the event_value_in_usd column, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250619,fanbase-reporting,analytics_396059295,events_20250619,This table stores events data related to user interactions with a platform or application.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250620,fanbase-reporting,analytics_396059295,events_20250620,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250621,fanbase-reporting,analytics_396059295,events_20250621,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the 'event_value_in_usd' field, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250622,fanbase-reporting,analytics_396059295,events_20250622,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250623,fanbase-reporting,analytics_396059295,events_20250623,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250624,fanbase-reporting,analytics_396059295,events_20250624,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250625,fanbase-reporting,analytics_396059295,events_20250625,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250626,fanbase-reporting,analytics_396059295,events_20250626,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250627,fanbase-reporting,analytics_396059295,events_20250627,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the event_value_in_usd column, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250628,fanbase-reporting,analytics_396059295,events_20250628,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250629,fanbase-reporting,analytics_396059295,events_20250629,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250630,fanbase-reporting,analytics_396059295,events_20250630,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event occurrences over time, Understanding user behavior by examining event parameters and values, Monitoring revenue generation through event_value_in_usd, Linking user interactions to specific users via user_id and user_pseudo_id",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250701,fanbase-reporting,analytics_396059295,events_20250701,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250702,fanbase-reporting,analytics_396059295,events_20250702,This table stores events data related to user interactions with a platform or application for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250703,fanbase-reporting,analytics_396059295,events_20250703,"This table stores events data related to fanbase reporting, including event details and user information.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event details such as event name, timestamp, and value, Understanding user behavior by analyzing event parameters and previous timestamps, Calculating revenue generated by events through event value in USD",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250704,fanbase-reporting,analytics_396059295,events_20250704,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and server timestamps for performance monitoring, Identifying users through user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250705,fanbase-reporting,analytics_396059295,events_20250705,This table stores events data related to user interactions within a fanbase platform for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to understand revenue generation, Identifying user behavior patterns by analyzing event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250706,fanbase-reporting,analytics_396059295,events_20250706,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the event_value_in_usd field, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250707,fanbase-reporting,analytics_396059295,events_20250707,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250708,fanbase-reporting,analytics_396059295,events_20250708,This table stores events data related to user interactions within a fanbase platform for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by event date and time, Tracking specific event names to understand user behavior, Calculating event values in USD for revenue analysis, Identifying unique users through user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250709,fanbase-reporting,analytics_396059295,events_20250709,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using event parameters, Linking events to specific users through user IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250710,fanbase-reporting,analytics_396059295,events_20250710,This table stores events data related to user interactions with a platform or application for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior, Tracking event performance, Calculating event values in USD",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250711,fanbase-reporting,analytics_396059295,events_20250711,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250712,fanbase-reporting,analytics_396059295,events_20250712,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event dates and timestamps, Identifying popular events by analyzing event names, Understanding user behavior through event parameters, Tracking user activity and behavior using user IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250713,fanbase-reporting,analytics_396059295,events_20250713,This table stores event data related to user interactions within a fanbase reporting system.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking events such as clicks, views, purchases, etc., Calculating the monetary value associated with specific events (event_value_in_usd)., Identifying user behavior patterns and sequences of events (event_bundle_sequence_id).",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250714,fanbase-reporting,analytics_396059295,events_20250714,This table stores events data related to user interactions with a specific platform or application.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement patterns based on different events, Calculating the monetary value associated with specific events, Tracking the sequence of events within a bundle, Identifying users through user_id or user_pseudo_id",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250715,fanbase-reporting,analytics_396059295,events_20250715,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250716,fanbase-reporting,analytics_396059295,events_20250716,"This table stores events data related to fanbase reporting, including event details, user information, and monetary values.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by event date and time, Tracking specific event names to understand user interactions, Calculating event values in USD for revenue analysis, Linking events to specific users using user IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250717,fanbase-reporting,analytics_396059295,events_20250717,This table stores events data related to user interactions within a fanbase platform for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to understand revenue generation, Identifying user behavior patterns by analyzing event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250718,fanbase-reporting,analytics_396059295,events_20250718,This table stores events data related to user interactions with a platform or application for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250719,fanbase-reporting,analytics_396059295,events_20250719,This table stores events data related to user interactions with a platform or application.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement by tracking events such as clicks, page views, purchases, etc., Calculating event values in USD to understand the monetary impact of user actions, Identifying unique users through user_id or user_pseudo_id for personalized analytics",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250720,fanbase-reporting,analytics_396059295,events_20250720,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and server timestamps for data consistency",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250721,fanbase-reporting,analytics_396059295,events_20250721,This table stores events data related to user interactions with a platform or application for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250722,fanbase-reporting,analytics_396059295,events_20250722,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating revenue generated by events through event_value_in_usd, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250723,fanbase-reporting,analytics_396059295,events_20250723,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the event_value_in_usd field, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250724,fanbase-reporting,analytics_396059295,events_20250724,This table stores events data related to user interactions with a specific platform or application.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement by tracking events such as clicks, views, purchases, etc., Calculating event values in USD to understand the monetary impact of user actions, Identifying user sessions and sequences of events through bundle sequence IDs and timestamps",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250725,fanbase-reporting,analytics_396059295,events_20250725,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the event_value_in_usd field, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250726,fanbase-reporting,analytics_396059295,events_20250726,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement with the fanbase platform, Tracking user behavior and interactions, Calculating revenue generated from events",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250727,fanbase-reporting,analytics_396059295,events_20250727,This table stores events data related to user interactions with a platform or application for reporting and analysis purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250728,fanbase-reporting,analytics_396059295,events_20250728,"This table stores events data related to user interactions with a fanbase platform, including details such as event timestamps, event names, event parameters, user IDs, and monetary values associated with events.","event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event timestamps and names, Calculating the monetary value of events through the event_value_in_usd field, Identifying user behavior patterns using user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
